title,photographer,shoot day,Publication agency/magazine,award,description,Shutter Speed,Focal length,F-Stop,ISO,Camera,contest_year,prize,genere,series,persons,organizations,tot_persons,tot_organizations,places,tot_places
Wasteland,Kadir van Lohuizen,"27 January, 2017",,"2018 Photo Contest, Environment, Stories, 1st prize","27 January, 2017
                                                    
                                A man carries a load of PET bottles for recycling, at Olusosun landfill, Lagos, Nigeria. More than 3,000 tonnes of waste arrives at Olusosun daily. Upwards of 4,000 people, many of whom live on site, scavenge through the garbage by hand, collecting anything that is saleable or recyclable.

                            
                                                    
                                Humans are producing more waste than ever before. According to research by the World Bank, the world generates 3.5 million tonnes of solid waste a day, ten times the amount of a century ago. Rising population numbers and increasing economic prosperity fuel the growth, and as countries become richer, the composition of their waste changes to include more packaging, electronic components and broken appliances, and less organic matter. Landfills and waste dumps are filling up, and the World Economic Forum reports that by 2050 there will be so much plastic floating in the world’s oceans that it will outweigh the fish. A documentation of waste management systems in metropolises across the world investigates how different societies manage—or mismanage—their waste.",,"Focal length
                                            22.0 mm","F-Stop
                                            9.0","ISO
                                            160",,2018 Photo Contest, 1st prize, Environment, Stories,,,,,,
Back in Time,Thomas P. Peschak,"11 March, 2017",,"2018 Photo Contest, Environment, Singles, 3rd prize","11 March, 2017
                                                    
                                A historic photograph of an African penguin colony, taken in the late 1890s, is a stark contrast to the declining numbers seen in 2017 in the same location, on Halifax Island, Namibia. The colony once numbered more than 100,000 penguins.
The African penguin, once southern Africa’s most abundant seabird, is now listed as endangered. Overall, the African penguin population is just 2.5 percent of its level 80 years ago; research conducted on Halifax Island by the University of Cape Town indicates the population has more than halved in the past 30 years. Historically, the demand for guano (bird excrement used for fertilizer) was a cause of the decline: the birds burrow into deposits of guano to nest. Human consumption of eggs and overfishing of surrounding waters are also seen as causes. In the seas around Halifax Island sardine and anchovy—the chief prey of the African penguin—are now almost absent.","Shutter Speed
                                            1/640","Focal length
                                            23.0 mm","F-Stop
                                            18.0","ISO
                                            5000",,2018 Photo Contest, 3rd prize, Environment, Singles,,,,,,
Attack of the Zombie Mouse,Thomas P. Peschak,"01 May, 2017",,"2018 Photo Contest, Environment, Singles, 2nd prize","01 May, 2017
                                                    
                                A juvenile gray-headed albatross on Marion Island, South African Antarctic Territory, is left injured after an attack by mice from an invasive species that has begun to feed on living albatross chicks and juveniles.
Mice were introduced to the island by sealers in the 1800s and co-existed with the birds for almost 200 years. In 1991, South Africa eradicated feral cats from Marion Island, but a subsequent plan to do the same to the mouse population failed to materialize. An expanding population and declining food sources led the abnormally large mice to attack albatrosses and burrowing petrels. An environmental officer has now been appointed to monitor the mouse population and conduct large-scale poison bait trials.","Shutter Speed
                                            1/250","Focal length
                                            34.0 mm","F-Stop
                                            14.0","ISO
                                            200",,2018 Photo Contest, 2nd prize, Environment, Singles,,,,,,
Waiting For Freedom,Neil Aldridge,"21 September, 2017",,"2018 Photo Contest, Environment, Singles, 1st prize","21 September, 2017
                                                    
                                A young southern white rhinoceros, drugged and blindfolded, is about to be released into the wild in Okavango Delta, Botswana, after its relocation from South Africa for protection from poachers.

Southern white rhinos are classified as ‘near threatened’. Rhinoceros horn is highly prized, especially in Vietnam and China, for its perceived medicinal properties, and in places is used as a recreational drug. Horns can fetch between €20,000 and €50,000 per kilogram. Poaching in South Africa rose from 13 rhinos a year in 2007 to a peak of 1,215 in 2014, and although these figures have declined slightly since then, losses are still unsustainable. Botswana is saving rhinos from poaching hotspots in South Africa and re-establishing populations in its own wildlife sanctuaries.","Shutter Speed
                                            1/100","Focal length
                                            16.0 mm","F-Stop
                                            8.0","ISO
                                            500",,2018 Photo Contest, 1st prize, Environment, Singles,,,,,,
White Rage - USA,Espen Rasmussen,"28 September, 2017","VG, Panos Pictures","2018 Photo Contest, Contemporary Issues, Stories, 3rd prize","28 September, 2017
                                                    
                                Donna Tottel (54) and Doug Tottel (55) are unemployed and survive by selling used goods from their porch in Fort Creek, West Virginia. When the electricity to their house was cut off, they installed a generator.

                            
                                                    
                                Degrees of rage in three US states: a journey made in the weeks after the Unite the Right rally in Charlottesville, Virginia. The rally was the first gathering of far-right groups from all over the country in decades, held in part to demonstrate opposition to the removal of the statue of Confederate general Robert E. Lee. The photographer travelled through Virginia, West Virginia and Maryland meeting a range of people, from extreme right activists to patriots and those angry at the way the US is governed, in an attempt to understand why white anger has risen to the surface.","Shutter Speed
                                            1/1600","Focal length
                                            35.0 mm","F-Stop
                                            1.4","ISO
                                            320",,2018 Photo Contest, 3rd prize, Contemporary Issues, Stories,,,,,,
Feeding China,George Steinmetz,"13 June, 2016",,"2018 Photo Contest, Contemporary Issues, Stories, 2nd prize","13 June, 2016
                                                    
                                Thousands of people converge on Xuyi County, in the eastern province of Jiangsu, for an annual crayfish festival.

                            
                                                    
                                Rapidly rising incomes in China have led to a changing diet and increasing demand for meat, dairy and processed foods. China needs to make use of some 12 percent of the world’s arable land to feed nearly 19% of the global population. New technologies and agricultural reform offer a partial solution, but problems remain as farmers and the young flock to work in cities, leaving an aging rural population, and as land becomes contaminated by industry.","Shutter Speed
                                            1/160","Focal length
                                            25.0 mm","F-Stop
                                            5.0","ISO
                                            100",,2018 Photo Contest, 2nd prize, Contemporary Issues, Stories,,,,,,
Banned Beauty,Heba Khamis,"07 November, 2016",,"2018 Photo Contest, Contemporary Issues, Stories, 1st prize","07 November, 2016
                                                    
                                Veronica (28) massages the breasts of her daughter Michelle (10) while her other children watch, in East Cameroon.

                            
                                                    
                                Breast ironing is a traditional practice in Cameroon that involves massaging or pressing the breasts of pubescent girls in order to suppress or reverse breast development. The practice is carried out in the belief that it will delay maturity and help prevent rapes or sexual advances. Breast ironing is usually done by the girl’s mother or an older relative. Techniques differ from region to region. Some people bind the breasts with a belt, others heat a grinding stone, spatula or pestle and use it to press or massage the breasts. Although largely a Cameroonian practice, breast ironing does occur in some other countries across West and Central Africa. Local NGOs estimate that around 25 percent of women in the Cameroon have undergone some form of breast flattening; in some areas that rises to over 50 percent. Mothers explain that the painful procedure is an act of love, to make sure their daughters don’t get pregnant and miss out on school or jobs. There is little medical research on the psychological and physical consequences of breast flattening, but according to the United Nations Population Fund, the practice exposes girls to numerous health problems deriving from tissue damage and infection.","Shutter Speed
                                            1/15","Focal length
                                            23.0 mm","F-Stop
                                            2.0","ISO
                                            6400",,2018 Photo Contest, 1st prize, Contemporary Issues, Stories,,,,,,
North Korea,Roger Turesson,"09 April, 2017",Dagens Nyheter,"2018 Photo Contest, Contemporary Issues, Singles, 3rd prize","09 April, 2017
                                                    
                                A crowd awaits the start of the Pyongyang Marathon at the Kim Il-sung Stadium, while an official guards the exit, in Pyongyang, North Korea.

More than 50,000 spectators assembled to see the start of the marathon. Thousands more gathered on the streets of the North Korean capital along a route that took runners past such landmarks as the Arch of Triumph, Kim Il-sung Square and the Grand Theatre. North Korea is one of the most isolated and secretive nations on earth. A leadership cult has grown around the Kim dynasty, passing from Kim Il-sung (the Great Leader) to his son Kim Jong-il (the Dear Leader) and grandson, the current supreme leader Kim Jong-un. The country is run along rigidly state-controlled lines. Local media are strictly regulated, and the foreign press largely excluded, or, if allowed access closely accompanied by minders.","Shutter Speed
                                            1/400","Focal length
                                            28.0 mm","F-Stop
                                            18.0","ISO
                                            400",,2018 Photo Contest, 3rd prize, Contemporary Issues, Singles,,,,,,
More Than a Woman,Giulio Di Sturco,"03 February, 2017",,"2018 Photo Contest, Contemporary Issues, Singles, 2nd prize","03 February, 2017
                                                    
                                Dr Suporn Watanyusakul shows patient Olivia Thomas her new vagina after gender reassignment surgery at a hospital in Chonburi, near Bangkok, Thailand.

Thailand leads the world as a medical tourism destination, with gender-affirming surgery forming a strong niche. Treatment can be considerably cheaper than in other countries around the world, and the large numbers of patients mean that surgeons become highly experienced. The use of new technologies and procedures is also often given as a reason for Thailand’s popularity among people seeking treatment for gender dysphoria.","Shutter Speed
                                            1/250","Focal length
                                            25.0 mm","F-Stop
                                            2.8","ISO
                                            3200","Camera
                                            Canon EOS 5D Mark III",2018 Photo Contest, 2nd prize, Contemporary Issues, Singles,,,,,,
Lagos Waterfronts under Threat,Jesco Denzel,"24 February, 2017",,"2018 Photo Contest, Contemporary Issues, Singles, 1st prize","24 February, 2017
                                                    
                                A boat with tourists from Lagos Marina is steered through the canals of the Makoko community—an ancient fishing village that has grown into an enormous informal settlement—on the shores of Lagos Lagoon, Lagos, Nigeria.

Makoko has a population of around 150,000 people, many of whose families have been there for generations. But Lagos is growing rapidly, and ground to build on is in high demand. Prime real estate along the lagoon waterfront is scarce, and there are moves to demolish communities such as Makoko and build apartment blocks: accommodation for the wealthy. Because the government considers the communities to be informal settlements, people may be evicted without provision of more housing. Displacement from the waterfront also deprives them of their livelihoods. The government denies that the settlements have been inhabited for generations and has given various reasons for evictions, including saying that the communities are hideouts for criminals. Court rulings against the government in 2017 declared the evictions unconstitutional and that residents should be compensated and rehoused, but the issue remains unresolved.","Shutter Speed
                                            1/200","Focal length
                                            35.0 mm","F-Stop
                                            4.5","ISO
                                            125",,2018 Photo Contest, 1st prize, Contemporary Issues, Singles,,,,,,
An Assassination in Turkey,Burhan Ozbilici,"19 December, 2016",,"2017 Photo Contest, World Press Photo of the Year","19 December, 2016
                                                    
                                Mevlüt Mert Altıntaş shouts after shooting Russian ambassador Andrey Karlov, at an art gallery in Ankara.

Russian ambassador Andrey Karlov was assassinated by an off-duty Turkish police officer, Mevlüt Mert Altıntaş, while he was speaking at an art gallery in Ankara, Turkey, on 19 December. Altintas shouted “Allahu akbar” (God is great) and later said in Turkish: “Don’t forget Aleppo. Don’t forget Syria.” He was killed in a shootout after Turkish Special Forces arrived at the gallery. Russia and Turkey supported opposing sides in the Syrian civil war, with Russia backing forces loyal to the Syrian government and Turkey supporting certain rebel groups. In the months prior to the attack, relations between the two countries had developed into a strategic partnership, with each curbing their support in their own strategic interest..","Shutter Speed
                                            1/256","Focal length
                                            58.0 mm","F-Stop
                                            5.0","ISO
                                            1600","Camera
                                            Canon EOS 5D Mark III",2017 Photo Contest, World Press Photo of the Year,,,,,,,,
Mediterranean Migration,Mathieu Willcocks,"29 June, 2016",,"2017 Photo Contest, Spot News, Stories, 3rd prize","29 June, 2016
                                                    
                                Refugees cram into the hold of a boat containing more than 500 people, off the coast of Libya.

                            
                                                    
                                Conflict, persecution, political instability and poverty in parts of Africa and the Middle East continued to compel people to make dangerous sea crossings to seek a better life in Europe. Following a migration deal between the EU and Turkey, the numbers of refugees crossing the Aegean to Greece dropped, but arrivals in Italy, across the Mediterranean Sea from North Africa, went up sharply. According to the UNHCR, 181,436 people made that crossing in 2016, an 18 percent increase on 2015. Refugees are frequently crammed into unseaworthy craft, often without lifejackets or sufficient food, water or fuel. Many do not survive the three-day journey to Italy. Rescue vessels operated by NGOs and charities patrol international waters off the north Libyan coast to assist people in distress.",,,,,,2017 Photo Contest, 3rd prize, Spot News, Stories,,,,,,
Rescued From the Rubble,Ameer Alhabi,"22 April, 2016",,"2017 Photo Contest, Spot News, Stories, 2nd prize","22 April, 2016
                                                    
                                A man and boy evacuate an area in the rebel-held Hayy Aqyul neighborhood of Aleppo, following an airstrike.

                            
                                                    
                                Aleppo, once Syria’s largest city and the country’s financial and industrial center, was a key battleground in the war between forces loyal to President Bashar al-Assad and rebels who wanted to overthrow him. For four years the city had been roughly divided in half, with the opposition controlling the east and the government the west. As fighting intensified in 2016, the rebels became increasingly besieged. Of the roughly 250,000 people who remained trapped in eastern Aleppo, around 100,000 were children. Besieged civilians faced severe food and fuel shortages, and basic infrastructure and healthcare facilities were obliterated.

Despite several international attempts at negotiating a ceasefire and allowing civilians passage out of eastern Aleppo, fighting escalated and people remained. Civil defense workers said civilians were mistrustful of government offers of safe passage; the government said rebels were preventing people from leaving. Some were simply reluctant to abandon their homes and property. On 15 December the warring sides reached a ceasefire deal, and on 22 December, following days of evacuations, the Syrian government announced that it had taken control of the city.",,,,,,2017 Photo Contest, 2nd prize, Spot News, Stories,,,,,,
An Assassination in Turkey,Burhan Ozbilici,"19 December, 2016",,"2017 Photo Contest, Spot News, Stories, 1st prize","19 December, 2016
                                                    
                                The Russian ambassador to Turkey, Andrey Karlov, speaks at an art gallery in Ankara.

                            
                                                    
                                Russian ambassador Andrey Karlov was assassinated by an off-duty Turkish police officer, Mevlut Mert Altintas, while he was speaking at an art gallery in Ankara, Turkey, on 19 December. Altintas shouted “Allahu akbar” (God is great) and later said in Turkish: “Don’t forget Aleppo. Don’t forget Syria.” He was killed in a shootout after Turkish Special Forces arrived at the gallery. Russia and Turkey supported opposing sides in the Syrian civil war, with Russia backing forces loyal to the Syrian government and Turkey supporting certain rebel groups. In the months prior to the attack, relations between the two countries had developed into a strategic partnership, with each curbing their support in their own strategic interest.","Shutter Speed
                                            1/256","Focal length
                                            105.0 mm","F-Stop
                                            6.3","ISO
                                            1600","Camera
                                            Canon EOS 5D Mark III",2017 Photo Contest, 1st prize, Spot News, Stories,,,,,,
Battle for Mosul,Felipe Dana,"16 November, 2016",The Associated Press,"2017 Photo Contest, Spot News, Singles, 3rd prize","16 November, 2016
                                                    
                                A car bomb explodes next to armored vehicles belonging to Iraqi Special Operations Forces (ISOF) as they advance towards territory held by the Islamic State group (IS), in Mosul, Iraq.

The convoy’s progress was slow, while a bulldozer and tank constructed roadblocks along the route as a buffer against car bombs. The joint offensive by ISOF and allied militias to regain control of Mosul, seized by IS in June 2014, had begun a month earlier and was considered key in the military intervention against IS.","Shutter Speed
                                            1/2500","Focal length
                                            35.0 mm","F-Stop
                                            1.8","ISO
                                            100","Camera
                                            Canon EOS-1D X Mark II",2017 Photo Contest, 3rd prize, Spot News, Singles,,,,,,
Medics Assist a Wounded Girl,Abd Doumany,"12 September, 2016",Agence France-Presse,"2017 Photo Contest, Spot News, Singles, 2nd prize","12 September, 2016
                                                    
                                A Syrian child reacts in pain, as another child lies alongside her at a makeshift hospital in the rebel-held town of Douma, following airstrikes and artillery bombardment.

Douma, on the northeastern outskirts of Damascus, had been under siege by government forces since 2013, and although some aid convoys had managed to reach the town in previous months, supplies of food and medical equipment remained short.",,,,,,2017 Photo Contest, 2nd prize, Spot News, Singles,,,,,,
Pakistan Bomb Blast,Jamal Taraqai,"08 August, 2016",European Pressphoto Agency,"2017 Photo Contest, Spot News, Singles, 1st prize","08 August, 2016
                                                    
                                Survivors and onlookers help those injured in a suicide bomb attack at the Civil Hospital in Quetta, Balochistan, Pakistan.

Some 200 lawyers, together with journalists, had gathered outside the hospital following the shooting earlier in the day of the president of the Balochistan Bar Council, Bilal Anwar Kasi. Jamaat-ul-Ahrar, a splinter group of the Pakistan Taliban, claimed responsibility for the attack, in which at least 70 people were killed and more than 100 injured. Hospital medical staff said that 60 of those killed were lawyers. Balochistan, which borders on Iran and Afghanistan, is affected by Sunni-Shiite sectarian violence and a separatist Baloch ethnic insurgency. Lawyers form a particular target of attacks, severely impacting the judicial system.","Shutter Speed
                                            1/512","Focal length
                                            18.0 mm","F-Stop
                                            13.0","ISO
                                            800","Camera
                                            Canon EOS 700D",2017 Photo Contest, 1st prize, Spot News, Singles,,,,,,
Adaptive Athlete,Darren Calabrese,"27 June, 2016",,"2017 Photo Contest, Sports, Stories, 3rd prize","27 June, 2016
                                                    
                                Lindsay Hilton pauses to focus between deadlift reps.

                            
                                                    
                                Lindsay Hilton, from Halifax, Nova Scotia, Canada is dedicated to CrossFit, despite having been born with no arms or legs. CrossFit is a fitness regime that draws on such sports as high-intensity interval training, weightlifting and gymnastics. Hilton participates in grueling workouts using equipment she has adapted using everyday hardware materials—this proved simpler and cheaper than trying to find equipment on the internet. Hilton juggled her intensive training regime with work, life and coaching commitments in order to qualify for the Adaptive Seated RX division of the international CrossFit fitness festival. She finished in the top five in the category.","Shutter Speed
                                            1/640","Focal length
                                            24.0 mm","F-Stop
                                            2.0","ISO
                                            320","Camera
                                            Nikon D810",2017 Photo Contest, 3rd prize, Sports, Stories,,,,,,
Youth Chess Tournaments,Michael Hanke,"15 October, 2016",,"2017 Photo Contest, Sports, Stories, 2nd prize","15 October, 2016
                                                    
                                Participants in a chess tournament in Slaný wait for it to begin.

                            
                                                    
                                Youth chess tournaments remain popular in the Czech Republic, despite competition from computer games. The national chess federation currently has around 15,000 members, of which 3,000 are under 15. A special ‘Chess for Schools’ project aims to introduce chess into the classroom in primary and secondary schools. Far from its reputation as a sedate pursuit, chess playing can involve a high degree of tension.","Shutter Speed
                                            1/125","Focal length
                                            23.0 mm","F-Stop
                                            4.0","ISO
                                            3200","Camera
                                            Fuji FinePix X100",2017 Photo Contest, 2nd prize, Sports, Stories,,,,,,
Boys Will Be Boys,Giovanni Capriotti,"04 July, 2016",,"2017 Photo Contest, Sports, Stories, 1st prize","04 July, 2016
                                                    
                                Muddy York Rugby Football Club player Danny Perez (standing) and his partner Jonathan Buckley cuddle on the balcony of their apartment in Toronto, Canada. Perez is one of Muddy York RFC’s best players.

                            
                                                    
                                Muddy York Rugby Football Club, established in 2003, is the first gay-friendly rugby team in Toronto, Canada. It was set up to resist the idea that gay men were not suitable for a heavily masculine sport like rugby, and to counter the stereotypes surrounding gay athletes. Canada is now host to three gay-oriented teams, after the Montreal Armada joined the Ottawa Wolves and Muddy York. A fourth, the Vancouver Rogues, dissolved after players felt they had brought sufficient awareness to issues of inclusion, and now play on mixed teams. Muddy York RFC competes against mainstream teams in the Toronto Rugby Union, and travels to play against other gay teams.","Shutter Speed
                                            1/250","Focal length
                                            17.0 mm","F-Stop
                                            22.0","ISO
                                            800","Camera
                                            Canon EOS-1D X",2017 Photo Contest, 1st prize, Sports, Stories,,,,,,
Rio's Golden Smile,Kai Oliver Pfaffenbach,"14 August, 2016",,"2017 Photo Contest, Sports, Singles, 3rd prize","14 August, 2016
                                                    
                                Jamaican Usain Bolt smiles as he looks back while winning the 100-meter semi-final race at the Summer Olympics in Rio de Janeiro, Brazil, on 14 August. He finished the race in 9.86 seconds.

Bolt went on to win a gold medal in the finals, becoming the first athlete to win three Olympic 100-meter titles. He also took gold in the 200-meter race and 4x100-meter relay, thus obtaining the ‘triple-triple’: three sprinting gold medals in three consecutive Olympics. Bolt later lost this status, after a teammate was found guilty of a doping violation and the 2016 Jamaican relay team was stripped of its gold medal.","Shutter Speed
                                            1/49","Focal length
                                            200.0 mm","F-Stop
                                            4.0","ISO
                                            100","Camera
                                            Canon EOS-1D X Mark II",2017 Photo Contest, 3rd prize, Sports, Singles,,,,,,
The Dive,Cameron Spencer,"25 January, 2016",,"2017 Photo Contest, Sports, Singles, 2nd prize","25 January, 2016
                                                    
                                Gael Monfils of France dives for a forehand, during his fourth-round match against Andrey Kuznetsov of Russia, in the 2016 Australian Open tennis championships at Melbourne Park, Melbourne, Australia.

Monfils cut and bruised his hand and required a medical timeout, but went on to win the match.","Shutter Speed
                                            1/1600","Focal length
                                            400mm","F-Stop
                                            f4.5","ISO
                                            100","Camera
                                            Canon EOS-1DX",2017 Photo Contest, 2nd prize, Sports, Singles,,,,,,
Grand National Steeplechase,Tom Jenkins,"09 April, 2016",The Guardian,"2017 Photo Contest, Sports, Singles, 1st prize","09 April, 2016
                                                    
                                Jockey Nina Carberry flies off her horse Sir Des Champs (left) as they fall at The Chair fence during the Grand National steeplechase, at Aintree Racecourse, Liverpool, UK. A second horse, On His Own (right) also fell at the fence, moments before Sir Des Champs attempted to jump. None of the horses or jockeys involved were injured.","Shutter Speed
                                            1/5312","Focal length
                                            70.0 mm","F-Stop
                                            4.0","ISO
                                            2000","Camera
                                            Canon EOS-1D X",2017 Photo Contest, 1st prize, Sports, Singles,,,,,,
Olympians,Jay Clendenin,"04 June, 2016",Los Angeles Times,"2017 Photo Contest, People, Stories, 3rd prize","04 June, 2016
                                                    
                                Swimmer Jordan Wilimovsky, on the beach at Santa Monica, California. He is the first American to have competed in both indoor and outdoor swimming events at the Olympics, coming fourth in the 1,500 meters and fifth in the men’s marathon in the waters off Fort Copacabana.

                            
                                                    
                                Californian Olympians, headed for the 2016 Rio Olympics, pictured some weeks prior to the event.",,,,,,2017 Photo Contest, 3rd prize, People, Stories,,,,,,
Enfarinat,Antonio Gibotta,"28 December, 2016",Agenzia Controluce,"2017 Photo Contest, People, Stories, 2nd prize","28 December, 2016
                                                                            
                                Each year on 28 December, residents of Ibi in Spain stage a mock military coup, pelting each other with flour and eggs and letting off firecrackers. A group of men, ‘Els Enfarinats’ (The Floured Ones) take control of the town, pronouncing ridiculous laws and fining citizens who infringe them. Another group, ‘La Oposicio’ (The Opposition) tries to restore order. At the end of the day, the fines are donated to charity.

Reputedly 200 years old, the festival was revived in 1981 after long lying dormant.","Shutter Speed
                                            1/4000","Focal length
                                            70.0 mm","F-Stop
                                            2.8","ISO
                                            800","Camera
                                            Canon EOS 5D Mark III",2017 Photo Contest, 2nd prize, People, Stories,,,,,,
Aenikkaeng,Michael Vince Kim,"01 September, 2016",,"2017 Photo Contest, People, Stories, 1st prize","01 September, 2016
                                                    
                                Young Korean-Mayans play around in the pool at the 90th birthday party of Joaquin Poot Lee, a second-generation relative.

                            
                                                    
                                In 1905, around 1,000 Koreans arrived in Mexico aboard the SS Ilford. They alighted in Salina Cruz in the state of Oaxaca, and then traveled by steamboat to Progreso, on the Yucatán Peninsula. The Koreans had departed an impoverished country and were promised future prosperity, but were destined instead to be indentured laborers—a form of bonded contract labor in which they were forced to work for low wages for four or five years.

The immigrants were set to work on henequen plantations, in harsh conditions. Henequen, a variety of agave plant used in rope making, generated vast revenues for Mexico. The immigrants (most of whom were men) worked side-by-side with local Mayans, often learning the Mayan language in preference to the Spanish of their masters, and many went on to marry local Mayan women. Most laborers expected to return to their homeland, but by 1910 Korea had been incorporated into the Japanese Empire, and so many decided to stay in Mexico. With the decline in demand for henequen after World War I, a number of Koreans went on to seek work elsewhere in Mexico and in Cuba. Second-generation Korean-Mexicans often lost their parents’ language and traditions. More recently, young people of Korean descent are proving eager to pick up again on their cultural heritage.",,,,,,2017 Photo Contest, 1st prize, People, Stories,,,,,,
Fidelity,Kristina Kormilitsyna,"02 December, 2016",Kommersant,"2017 Photo Contest, People, Singles, 3rd prize","02 December, 2016
                                                    
                                A woman and child sit on a sofa at a police station, in Camagüey, central Cuba, a week after the death of Fidel Castro.

The former president’s funeral procession, which had traveled countrywide, was at the time leaving Camagüey on its way to Santiago, and was being shown on the police station’s television set.","Shutter Speed
                                            1/80","Focal length
                                            24.0 mm","F-Stop
                                            6.3","ISO
                                            1000","Camera
                                            Nikon D4S",2017 Photo Contest, 3rd prize, People, Singles,,,,,,
Praying for a Miracle,Robin Hammond,"02 April, 2016",NOOR for Handicap International,"2017 Photo Contest, People, Singles, 2nd prize","02 April, 2016
                                                    
                                Hellen Alfred (41) lives with a mental health condition, in Juba, South Sudan. She says she fell ill after the birth of her sixth child.

Mental illness in South Sudan is often attributed to witchcraft. This means the mentally ill are frequently ostracized, and regarded as a danger to society. Many end up in prison. South Sudan’s animist and Christian cultures treat mental illness with traditional cures or prayers, practices that many professionals see as insufficient or as sheer profiteering. Juba has only a handful of qualified psychiatrists and psychologists, but international NGOs are working with the Sudanese authorities to improve conditions for the mentally ill.","Shutter Speed
                                            1/80","Focal length
                                            55.0 mm","F-Stop
                                            2.8","ISO
                                            400","Camera
                                            PENTAX 645Z",2017 Photo Contest, 2nd prize, People, Singles,,,,,,
What ISIS Left Behind,Magnus Wennman,"18 September, 2016",Aftonbladet,"2017 Photo Contest, People, Singles, 1st prize","18 September, 2016
                                                    
                                Maha (5) is comforted by her mother, in Debaga refugee camp in northeastern Iraq.

A week earlier, Maha and her family had fled the town of Hawija, 160 kilometers south of Mosul. Hawija had been under the control of the Islamic State group (IS) since August 2014, and was the last major IS stronghold in oil-rich Kirkuk province, as Iraqi troops recaptured territory on their move towards Mosul. At the time, some 400,000 civilians remained trapped in Hawija and its outlying areas, with little food or medicine, under a blockade from IS that prevented humanitarian aid getting through.","Shutter Speed
                                            1/400","Focal length
                                            45.0 mm","F-Stop
                                            2.8","ISO
                                            160","Camera
                                            Canon EOS 5D Mark III",2017 Photo Contest, 1st prize, People, Singles,,,,,,
Now You See Me,Bence Máté,"29 February, 2016",,"2017 Photo Contest, Nature, Stories, 3rd prize","29 February, 2016
                                                    
                                Fallow deer in Gyulaj Forest, Duna-Dráva National Park, Hungary.

                            
                                                    
                                Animals pictured at night in their natural habitats.","Shutter Speed
                                            40","Focal length
                                            15.0 mm","F-Stop
                                            2.8","ISO
                                            1250","Camera
                                            Nikon D800",2017 Photo Contest, 3rd prize, Nature, Stories,,,,,,
Pandas Gone Wild,Ami Vitale,"30 October, 2015",National Geographic,"2017 Photo Contest, Nature, Stories, 2nd prize","30 October, 2015
                                                    
                                Ye Ye, a 16-year-old giant panda, lies in a training enclosure at the Wolong reserve, Sichuan, China. Her cub, Hua Yan was released into the wild after three years of training.

                            
                                                    
                                Once endangered, the giant panda is now considered vulnerable, meaning at lower risk of extinction. China’s efforts to eliminate poaching and to protect the panda’s habitat played a large role in increasing numbers. Two-thirds of the world’s wild pandas live in nature reserves in the bamboo-rich forests above the Sichuan Basin. The original decline of the species was attributed in part to the disappearance of bamboo, the panda’s principle food, as forests were converted to farmland. China’s restoration of the animal’s habitat has led to an increase in geographic range, and animals bred in captivity are now being reintroduced to the wild. Pandas living in captivity need to undergo training to learn how to cope in the wild. The China Conservation and Research Center for the Giant Panda oversees three panda bases in Sichuan, dedicated to reintroducing the bears to nature: Bifengxia, Dujiangyan and Wolong.","Shutter Speed
                                            1/320","Focal length
                                            16.0 mm","F-Stop
                                            4.0","ISO
                                            2000","Camera
                                            Nikon D7100",2017 Photo Contest, 2nd prize, Nature, Stories,,,,,,
Rhino Wars,Brent Stirton,"20 May, 2016",Getty Images Reportage	for National Geographic,"2017 Photo Contest, Nature, Stories, 1st prize","20 May, 2016
                                                    
                                A black rhino, poached for its horn, is found dead at Hluhluwe Umfolozi Game Reserve, South Africa. It is suspected that the killers came from a local community approximately five kilometers away, entering the park illegally, shooting the rhino at a water hole with a high-powered, silenced hunting rifle.

                            
                                                    
                                Demand in Asia for rhino horn—traditionally valued for its medicinal properties—is rising steeply, as increasing prosperity in the region means more people can afford to pay the extremely high prices involved. This puts growing pressure on a species already threatened with extinction. In 2007, South Africa, home to 70 percent of the world’s rhinos, reported losing just 13 to poachers%3B by 2015 that had risen to 1,175. Unlike elephant tusks, rhino horn grows back when cut properly. Rhino rancher John Hume is among those attempting to end the international ban on trading in rhino horn, and to farm rhinos commercially, a move fiercely opposed by conservationists, who say a legal trade could doom rhinos.","Shutter Speed
                                            1/250","Focal length
                                            28.0 mm","F-Stop
                                            9.0","ISO
                                            200","Camera
                                            Canon EOS-1D X",2017 Photo Contest, 1st prize, Nature, Stories,,,,,,
Monarchs in the Snow,Jaime Rojo,"12 March, 2016",,"2017 Photo Contest, Nature, Singles, 3rd prize","12 March, 2016
                                                    
                                A carpet of monarch butterflies covers the forest floor of El Rosario Butterfly Sanctuary in Michoacán, Mexico, after a snowstorm. The severe storm hit the mountains of Central Mexico on 8 and 9 March, just as wintering colonies of the butterflies were starting their migration back to the USA—a journey of more than 4,500 kilometers.

The butterflies are surprisingly resilient and can survive several days in sub-zero temperatures as long as they remain dry, but it was unclear how badly the snowstorm affected the colonies. After a general decline in monarch populations, with numbers dipping by 90 percent since the 1990s, there had been a recent increase, and the winter had been seen as a possible turning point for the species.","Shutter Speed
                                            1/80","Focal length
                                            50.0 mm","F-Stop
                                            6.3","ISO
                                            1250","Camera
                                            Nikon D4",2017 Photo Contest, 3rd prize, Nature, Singles,,,,,,
